wid,ecoregion,start_year,end_year,tp_mean,tp_count,tp_tsi,eco_tp_min,eco_tp_max,chl_mean,chl_count,chl_tsc,eco_chl_min,eco_chl_max,transp_mean,transp_count,transp_tsi,eco_transp_min,eco_transp_max,overall_tsi
66-0050-00,NCHF,2004,2013,347.75,12,88.53,49,61,86.43,7,74.35,46,61,0.6,12,67.44,43,54,76.77
66-0052-00,NCHF,2004,2013,48.17,12,60.02,49,61,29.76,12,63.89,46,61,0.98,148,60.29,43,54,61.4
66-0054-00,NCHF,2004,2013,75,1,66.41,49,61,,,,46,61,0.76,1,63.95,43,54,65.18
66-0055-00,NCHF,2004,2013,280.76,17,85.44,49,61,66.44,17,71.77,46,61,1.28,91,56.44,43,54,71.22
66-0056-00,NCHF,2004,2013,503,1,93.85,49,61,,,,46,61,1.07,1,59.03,43,54,76.44
66-0057-00,NCHF,2004,2013,412.18,11,90.98,49,61,46.27,11,68.22,46,61,0.65,12,66.26,43,54,75.15
31-0940-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0941-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0942-00,NLF,2004,2013,,,,42,52,,,,44,53,0.46,1,71.19,38,47,71.19
31-0943-00,NLF,2004,2013,,,,42,52,,,,44,53,1.37,1,55.46,38,47,55.46
31-0945-00,NLF,2004,2013,12.6,10,40.69,42,52,,,,44,53,3.24,10,43.08,38,47,41.88
31-0946-00,NLF,2004,2013,,,,42,52,,,,44,53,12.71,11,23.36,38,47,23.36
31-0949-00,NLF,2004,2013,,,,42,52,,,,44,53,0.76,1,63.95,38,47,63.95
31-0954-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0955-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0966-00,NLF,2004,2013,,,,42,52,,,,44,53,4.11,1,39.63,38,47,39.63
31-0967-00,NLF,2004,2013,,,,42,52,,,,44,53,1.83,1,51.29,38,47,51.29
31-0968-00,NLF,2004,2013,,,,42,52,,,,44,53,0.76,1,63.95,38,47,63.95
31-0971-00,NLF,2004,2013,,,,42,52,,,,44,53,0.76,1,63.95,38,47,63.95
31-0972-00,NLF,2004,2013,,,,42,52,,,,44,53,1.68,1,52.52,38,47,52.52
31-0974-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0978-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0983-00,NLF,2004,2013,,,,42,52,,,,44,53,1.68,1,52.52,38,47,52.52
31-0991-00,NLF,2004,2013,,,,42,52,,,,44,53,1.07,1,59.03,38,47,59.03
31-1244-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-1259-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0992-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0995-00,NLF,2004,2013,,,,42,52,,,,44,53,0.91,1,61.36,38,47,61.36
31-1065-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-1091-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-1099-00,NLF,2004,2013,,,,42,52,,,,44,53,1.22,1,57.13,38,47,57.13
31-1101-00,NLF,2004,2013,,,,42,52,,,,44,53,1.98,1,50.16,38,47,50.16
31-1122-00,NLF,2004,2013,,,,42,52,,,,44,53,1.52,1,53.97,38,47,53.97
31-1146-00,NLF,2004,2013,,,,42,52,,,,44,53,1.52,1,53.97,38,47,53.97
31-1152-00,NLF,2004,2013,,,,42,52,,,,44,53,1.37,1,55.46,38,47,55.46
31-1179-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-1223-00,NLF,2004,2013,159,1,77.24,42,52,,,,44,53,0.76,1,63.95,38,47,70.59
31-1242-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-1243-00,NLF,2004,2013,,,,42,52,,,,44,53,1.22,1,57.13,38,47,57.13
31-1281-00,NLF,2004,2013,,,,42,52,,,,44,53,9.14,1,28.12,38,47,28.12
31-0053-00,NLF,2004,2013,,,,42,52,,,,44,53,0.76,1,63.95,38,47,63.95
30-0143-00,NCHF,2004,2013,169.5,4,78.17,49,61,45.1,4,67.97,46,61,0.95,4,60.74,43,54,68.96
31-0001-00,NLF,2004,2013,8.33,12,34.72,42,52,,,,44,53,4.67,12,37.78,38,47,36.25
31-0003-00,NLF,2004,2013,14.63,24,42.84,42,52,4.79,14,45.96,44,53,1.15,127,57.98,38,47,48.93
31-0005-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0008-00,NLF,2004,2013,,,,42,52,,,,44,53,1.83,1,51.29,38,47,51.29
31-0013-00,NLF,2004,2013,,,,42,52,,,,44,53,0.69,1,65.35,38,47,65.35
31-0014-00,NLF,2004,2013,,,,42,52,,,,44,53,0.91,1,61.36,38,47,61.36
31-0015-00,NLF,2004,2013,,,,42,52,,,,44,53,1.22,1,57.13,38,47,57.13
31-0016-00,NLF,2004,2013,21.3,10,48.26,42,52,,,,44,53,1.85,10,51.12,38,47,49.69
31-0017-00,NLF,2004,2013,,,,42,52,,,,44,53,4.01,10,39.99,38,47,39.99
31-0018-00,NLF,2004,2013,,,,42,52,,,,44,53,0.91,1,61.36,38,47,61.36
31-0019-00,NLF,2004,2013,,,,42,52,,,,44,53,2.74,1,45.48,38,47,45.48
31-0020-00,NLF,2004,2013,11.73,11,39.65,42,52,,,,44,53,3.04,68,43.97,38,47,41.81
30-0135-00,NCHF,2004,2013,17.94,33,45.78,49,61,3.09,32,41.68,46,61,4.1,58,39.66,43,54,42.37
30-0136-00,NCHF,2004,2013,52.28,25,61.2,49,61,30.2,25,64.03,46,61,1.69,128,52.43,43,54,59.22
31-0021-00,NLF,2004,2013,,,,42,52,,,,44,53,2.13,1,49.1,38,47,49.1
31-0022-00,NLF,2004,2013,8.09,11,34.3,42,52,,,,44,53,3.08,10,43.78,38,47,39.04
31-0023-00,NLF,2004,2013,14.75,16,42.96,42,52,,,,44,53,2.05,16,49.69,38,47,46.32
31-0025-00,NLF,2004,2013,,,,42,52,,,,44,53,2.13,1,49.1,38,47,49.1
31-0026-01,NLF,2004,2013,13.75,8,41.95,42,52,,,,44,53,4.45,8,38.49,38,47,40.22
31-0026-02,NLF,2004,2013,18.38,8,46.13,42,52,,,,44,53,3,8,44.17,38,47,45.15
31-0027-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0028-00,NLF,2004,2013,16.4,10,44.49,42,52,,,,44,53,2.13,79,49.12,38,47,46.8
31-0029-00,NLF,2004,2013,,,,42,52,,,,44,53,2.13,1,49.1,38,47,49.1
38-0817-00,NLF,2004,2013,,,,42,52,,,,44,53,2.9,46,44.68,38,47,44.68
38-0818-00,NLF,2004,2013,,,,42,52,,,,44,53,1.4,1,55.15,38,47,55.15
38-0852-00,NLF,2004,2013,,,,42,52,,,,44,53,1.55,2,53.73,38,47,53.73
38-0871-00,NLF,2004,2013,,,,42,52,,,,44,53,1.92,1,50.6,38,47,50.6
38-0948-00,NLF,2004,2013,,,,42,52,,,,44,53,4.27,1,39.08,38,47,39.08
40-0001-00,NCHF,2004,2013,86.67,12,68.49,49,61,70.58,12,72.36,46,61,1.23,54,57,43,54,65.95
40-0002-00,NCHF,2004,2013,474.5,24,93.01,49,61,32.14,24,64.64,46,61,1.1,100,58.57,43,54,72.07
40-0009-00,NCHF,2004,2013,62.5,12,63.78,49,61,34.33,12,65.29,46,61,0.85,12,62.36,43,54,63.81
40-0010-00,NCHF,2004,2013,350.45,11,88.64,49,61,41.92,11,67.25,46,61,0.94,11,60.88,43,54,72.26
40-0011-00,NCHF,2004,2013,110.75,12,72.03,49,61,81.91,11,73.82,46,61,1.16,12,57.9,43,54,67.92
40-0013-00,NCHF,2004,2013,110.57,14,72.01,49,61,17.82,11,58.85,46,61,0.65,8,66.26,43,54,65.71
40-0014-00,NCHF,2004,2013,1164.63,16,105.96,49,61,26.36,16,62.7,46,61,1.27,16,56.52,43,54,75.06
40-0020-00,NCHF,2004,2013,115.63,16,72.65,49,61,67.53,16,71.92,46,61,0.84,17,62.59,43,54,69.05
40-0027-00,NCHF,2004,2013,199.5,6,80.52,49,61,75.2,5,72.98,46,61,0.29,5,77.84,43,54,77.11
40-0028-00,NCHF,2004,2013,326.25,8,87.61,49,61,109.5,8,76.67,46,61,0.14,8,88.59,43,54,84.29
38-0816-00,NLF,2004,2013,,,,42,52,,,,44,53,3.07,2,43.86,38,47,43.86
40-0031-00,NCHF,2004,2013,341.23,24,88.26,49,61,30.73,24,64.2,46,61,1.68,190,52.52,43,54,68.33
66-0062-00,NCHF,2004,2013,383.2,5,89.93,49,61,110.5,4,76.76,46,61,0.53,4,69.15,43,54,78.61
66-0063-00,NCHF,2004,2013,479.81,12,93.17,49,61,305.25,12,86.72,46,61,0.27,12,78.82,43,54,86.24
69-0001-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
69-0003-00,NLF,2004,2013,24.08,19,50.02,42,52,7.03,17,49.73,44,53,1.34,41,55.79,38,47,51.85
69-0004-00,NLF,2004,2013,19.89,45,47.27,42,52,4.69,44,45.77,44,53,1.76,188,51.89,38,47,48.31
69-0005-00,NLF,2004,2013,,,,42,52,,,,44,53,1.2,1,57.37,38,47,57.37
69-0007-00,NLF,2004,2013,18,8,45.83,42,52,2.88,8,40.96,44,53,2.43,17,47.2,38,47,44.66
69-0011-00,NLF,2004,2013,17,4,45,42,52,5.25,4,46.87,44,53,2.77,84,45.34,38,47,45.74
69-0013-00,NLF,2004,2013,,,,42,52,,,,44,53,3.69,20,41.21,38,47,41.21
69-0018-00,NLF,2004,2013,13.63,8,41.81,42,52,2,8,37.4,44,53,2.57,17,46.38,38,47,41.86
69-0030-00,NLF,2004,2013,,,,42,52,,,,44,53,2.92,8,44.58,38,47,44.58
69-0041-00,NLF,2004,2013,,,,42,52,,,,44,53,3.2,96,43.25,38,47,43.25
69-0044-00,NLF,2004,2013,26.67,9,51.5,42,52,3.18,8,41.96,44,53,0.77,8,63.86,38,47,52.44
69-0046-00,NLF,2004,2013,41,1,57.7,42,52,,,,44,53,,,,38,47,57.7
69-0050-00,NLF,2004,2013,10,1,37.35,42,52,10.2,1,53.38,44,53,1.8,1,51.53,38,47,47.42
69-0056-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
69-0064-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
66-0061-00,NCHF,2004,2013,357.3,10,88.92,49,61,82.89,9,73.94,46,61,0.52,9,69.45,43,54,77.44
69-0066-00,NLF,2004,2013,,,,42,52,,,,44,53,6.11,156,33.92,38,47,33.92
69-0069-00,NLF,2004,2013,20.81,8,47.92,42,52,6.44,8,48.88,44,53,3.48,144,42.02,38,47,46.27
69-0070-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
69-0075-01,NLF,2004,2013,,,,42,52,,,,44,53,2.29,1,48.06,38,47,48.06
69-0075-02,NLF,2004,2013,,,,42,52,,,,44,53,2.44,1,47.15,38,47,47.15
21-0177-00,NCHF,2004,2013,48,1,59.97,49,61,,,,46,61,0.91,1,61.36,43,54,60.66
21-0178-00,NCHF,2004,2013,38,1,56.6,49,61,,,,46,61,0.91,1,61.36,43,54,58.98
21-0180-00,NCHF,2004,2013,37.39,14,56.37,49,61,12.52,14,55.39,46,61,2.5,121,46.8,43,54,52.85
21-0189-00,NCHF,2004,2013,72.3,10,65.88,49,61,36,10,65.75,46,61,0.56,34,68.34,43,54,66.66
21-0171-00,NCHF,2004,2013,119,1,73.06,49,61,,,,46,61,0.53,1,69.15,43,54,71.11
21-0197-00,NCHF,2004,2013,21.67,6,48.5,49,61,6.5,6,48.96,46,61,1.83,6,51.27,43,54,49.58
21-0199-01,NCHF,2004,2013,19.3,10,46.83,49,61,3.9,10,43.95,46,61,2.78,35,45.26,43,54,45.35
21-0199-02,NCHF,2004,2013,43.33,12,58.5,49,61,28.21,12,63.36,46,61,1.07,12,59.06,43,54,60.31
21-0212-00,NCHF,2004,2013,32,8,54.13,49,61,7.63,8,50.53,46,61,2.99,16,44.24,43,54,49.63
21-0213-00,NCHF,2004,2013,,,,49,61,,,,46,61,2.3,55,48,43,54,48
21-0216-00,NCHF,2004,2013,37.13,8,56.27,49,61,10.88,8,54.01,46,61,2.53,68,46.64,43,54,52.31
21-0226-00,NCHF,2004,2013,,,,49,61,,,,46,61,5,39,36.82,43,54,36.82
21-0242-00,NCHF,2004,2013,24.5,10,50.27,49,61,8.3,10,51.36,46,61,2.05,59,49.68,43,54,50.44
21-0245-00,NCHF,2004,2013,16.67,9,44.72,49,61,8,9,51,46,61,4.62,82,37.95,43,54,44.56
21-0257-02,NCHF,2004,2013,28.33,9,52.37,49,61,9,7,52.15,46,61,2.47,9,47,43,54,50.51
21-0264-00,NCHF,2004,2013,56.11,9,62.22,49,61,35.75,8,65.69,46,61,1.5,22,54.2,43,54,60.7
21-0291-00,NCHF,2004,2013,122.83,34,73.52,49,61,35.18,35,65.53,46,61,1.49,118,54.23,43,54,64.43
21-0305-00,NCHF,2004,2013,,,,49,61,,,,46,61,0.62,36,66.84,43,54,66.84
21-0323-00,NCHF,2004,2013,141.75,16,75.59,49,61,60.29,14,70.81,46,61,0.46,15,71.11,43,54,72.5
21-0336-00,NCHF,2004,2013,,,,49,61,,,,46,61,0.5,1,69.99,43,54,69.99
40-0033-00,NCHF,2004,2013,59.49,41,63.07,49,61,12.47,42,55.35,46,61,2.79,85,45.2,43,54,54.54
40-0039-00,NCHF,2004,2013,17.36,11,45.31,49,61,5.82,11,47.88,46,61,3.09,11,43.75,43,54,45.65
40-0044-00,NCHF,2004,2013,30.63,8,53.49,49,61,16.15,8,57.89,46,61,1.06,8,59.13,43,54,56.84
40-0048-00,NCHF,2004,2013,109.7,10,71.89,49,61,38.5,10,66.41,46,61,2.15,10,48.96,43,54,62.42
40-0051-00,NCHF,2004,2013,14.9,20,43.1,49,61,3.96,20,44.11,46,61,3.88,95,40.47,43,54,42.56
40-0054-00,NCHF,2004,2013,20.5,4,47.7,49,61,6,4,48.18,46,61,2.32,4,47.87,43,54,47.92
40-0056-00,NCHF,2004,2013,55,4,61.94,49,61,25,4,62.18,46,61,1.17,23,57.78,43,54,60.63
40-0057-00,NCHF,2004,2013,132.52,13,74.62,49,61,,,,46,61,1.91,68,50.65,43,54,62.64
40-0059-00,NCHF,2004,2013,127.25,4,74.03,49,61,51.25,4,69.22,46,61,0.44,4,71.91,43,54,71.72
40-0061-00,NCHF,2004,2013,178.18,11,78.89,49,61,78.09,11,73.35,46,61,0.85,10,62.29,43,54,71.51
40-0063-00,NCHF,2004,2013,61.49,41,63.54,49,61,33.99,42,65.19,46,61,1.16,86,57.82,43,54,62.18
40-0079-00,NCHF,2004,2013,330,15,87.77,49,61,104.95,15,76.25,46,61,1.45,16,54.66,43,54,72.89
40-0092-01,NCHF,2004,2013,72.8,41,65.98,49,61,29.63,42,63.84,46,61,1.55,115,53.72,43,54,61.18
40-0092-02,NCHF,2004,2013,69.71,41,65.35,49,61,43.98,42,67.72,46,61,0.94,143,60.88,43,54,64.65
40-0092-03,NCHF,2004,2013,275.49,39,85.17,49,61,72.13,23,72.57,46,61,0.59,114,67.52,43,54,75.09
40-0092-04,NCHF,2004,2013,137.46,41,75.14,49,61,60.11,41,70.78,46,61,0.85,85,62.4,43,54,69.44
40-0032-00,NCHF,2004,2013,900.52,24,102.25,49,61,34.38,24,65.3,46,61,1.08,60,58.83,43,54,75.46
69-0131-00,NLF,2004,2013,,,,42,52,,,,44,53,1.31,12,56.16,38,47,56.16
69-0078-00,NLF,2004,2013,,,,42,52,,,,44,53,1.8,5,51.56,38,47,51.56
69-0081-00,NLF,2004,2013,,,,42,52,,,,44,53,2.61,5,46.15,38,47,46.15
69-0082-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
69-0085-00,NLF,2004,2013,,,,42,52,,,,44,53,3.51,29,41.89,38,47,41.89
69-0088-00,NLF,2004,2013,,,,42,52,,,,44,53,3.09,4,43.75,38,47,43.75
69-0089-00,NLF,2004,2013,,,,42,52,,,,44,53,2.76,3,45.35,38,47,45.35
69-0090-00,NLF,2004,2013,,,,42,52,,,,44,53,2.99,4,44.21,38,47,44.21
69-0091-00,NLF,2004,2013,,,,42,52,,,,44,53,0.81,3,62.98,38,47,62.98
69-0092-00,NLF,2004,2013,,,,42,52,,,,44,53,1.99,6,50.06,38,47,50.06
69-0093-00,NLF,2004,2013,,,,42,52,,,,44,53,3.88,6,40.48,38,47,40.48
69-0094-00,NLF,2004,2013,,,,42,52,,,,44,53,1.68,4,52.57,38,47,52.57
69-0100-00,NLF,2004,2013,,,,42,52,,,,44,53,1.68,7,52.56,38,47,52.56
69-0104-00,NLF,2004,2013,,,,42,52,,,,44,53,2,7,50.03,38,47,50.03
69-0111-00,NLF,2004,2013,9.2,5,36.15,42,52,1.8,5,36.37,44,53,4.68,64,37.76,38,47,36.76
69-0114-00,NLF,2004,2013,10.5,8,38.06,42,52,3.51,8,42.92,44,53,3.89,40,40.41,38,47,40.46
69-0115-00,NLF,2004,2013,17.75,8,45.63,42,52,6.39,8,48.79,44,53,2.43,29,47.2,38,47,47.21
69-0116-00,NLF,2004,2013,,,,42,52,,,,44,53,3.84,83,40.59,38,47,40.59
69-0143-00,NLF,2004,2013,28.78,9,52.6,42,52,5.61,8,47.52,44,53,0.88,8,61.92,38,47,54.01
69-0118-00,NLF,2004,2013,10,4,37.35,42,52,2.12,4,37.98,44,53,6.23,268,33.63,38,47,36.32
69-0119-00,NLF,2004,2013,,,,42,52,,,,44,53,1.68,5,52.56,38,47,52.56
69-0120-00,NLF,2004,2013,,,,42,52,,,,44,53,2.02,32,49.85,38,47,49.85
69-0121-00,NLF,2004,2013,,,,42,52,,,,44,53,3.26,15,42.99,38,47,42.99
69-0128-00,NLF,2004,2013,,,,42,52,,,,44,53,2.01,79,49.96,38,47,49.96
69-0129-00,NLF,2004,2013,10,1,37.35,42,52,6.88,1,49.52,44,53,2.72,37,45.61,38,47,44.16
22-0007-00,WCBP,2004,2013,,,,64,76,,,,64,74,1.07,12,58.97,60,70,58.97
21-0343-00,NCHF,2004,2013,99.13,8,70.43,49,61,44.52,8,67.84,46,61,0.6,8,67.36,43,54,68.54
22-0022-00,WCBP,2004,2013,131,1,74.45,64,76,42,1,67.27,64,74,0.2,1,83.19,60,70,74.97
22-0023-00,WCBP,2004,2013,186.88,8,79.57,64,76,56.36,8,70.15,64,74,0.25,6,79.98,60,70,76.57
22-0033-00,WCBP,2004,2013,144.8,10,75.89,64,76,35.62,8,65.65,64,74,0.33,27,75.82,60,70,72.45
21-0353-00,NCHF,2004,2013,24.2,15,50.1,49,61,13.59,15,56.2,46,61,0.46,8,71.11,43,54,59.14
22-0074-00,WCBP,2004,2013,56.75,4,62.39,64,76,32.13,4,64.64,64,74,1.03,3,59.53,60,70,62.19
22-0075-00,WCBP,2004,2013,212,8,81.39,64,76,32.66,6,64.8,64,74,0.64,8,66.35,60,70,70.85
21-0375-00,NCHF,2004,2013,50.65,16,60.75,49,61,17.51,17,58.68,46,61,0.87,14,62,43,54,60.48
22-0093-00,WCBP,2004,2013,272,1,84.99,64,76,,,,64,74,0.15,1,87.34,60,70,86.16
24-0014-00,WCBP,2004,2013,252.47,53,83.91,64,76,124.8,49,77.95,64,74,0.43,58,72.03,60,70,77.96
24-0015-00,WCBP,2004,2013,152.94,18,76.68,64,76,33.88,11,65.16,64,74,0.62,14,66.82,60,70,69.55
24-0018-01,WCBP,2004,2013,226.8,41,82.37,64,76,111.27,38,76.82,64,74,0.44,40,71.95,60,70,77.05
24-0018-02,WCBP,2004,2013,205.38,41,80.93,64,76,88.85,38,74.62,64,74,0.58,37,67.84,60,70,74.46
21-0729-00,NCHF,2004,2013,,,,49,61,,,,46,61,0.4,1,73.2,43,54,73.2
24-0024-00,WCBP,2004,2013,282.41,17,85.53,64,76,172.94,15,81.15,64,74,0.5,37,69.93,60,70,78.87
24-0025-00,WCBP,2004,2013,321.56,48,87.4,64,76,193.61,38,82.26,64,74,0.33,43,76.19,60,70,81.95
40-0104-00,NCHF,2004,2013,788,1,100.32,49,61,,,,46,61,,,,43,54,100.32
40-0107-00,NCHF,2004,2013,32,1,54.13,49,61,78.4,1,73.39,46,61,0.3,1,77.35,43,54,68.29
40-0109-00,NCHF,2004,2013,,,,49,61,,,,46,61,0.99,15,60.14,43,54,60.14
40-0117-00,NCHF,2004,2013,71.22,23,65.66,49,61,51.25,24,69.22,46,61,1.39,269,55.23,43,54,63.37
40-0124-00,NCHF,2004,2013,,,,49,61,,,,46,61,0.89,125,61.61,43,54,61.61
41-0021-01,NGP,2004,2013,195.5,4,80.22,73,77,15.41,4,57.43,66,71,0.57,55,68.16,63,73,68.6
41-0024-00,NGP,2004,2013,450,3,92.25,73,77,69.5,2,72.21,66,71,0.15,2,87.34,63,73,83.93
41-0034-00,NGP,2004,2013,127.88,8,74.1,73,77,30.34,8,64.07,66,71,1.09,8,58.79,63,73,65.65
41-0043-00,NGP,2004,2013,,,,73,77,,,,66,71,0.66,20,65.89,63,73,65.89
41-0044-00,NGP,2004,2013,398,1,90.47,73,77,152,1,79.88,66,71,0.3,1,77.35,63,73,82.57
41-0045-00,NGP,2004,2013,149,1,76.31,73,77,,,,66,71,0.3,1,77.35,63,73,76.83
41-0051-00,NGP,2004,2013,279,2,85.35,73,77,164.5,2,80.66,66,71,0.15,2,87.34,63,73,84.45
41-0054-00,NGP,2004,2013,242,1,83.3,73,77,,,,66,71,0.61,1,67.12,63,73,75.21
41-0055-00,NGP,2004,2013,74,1,66.21,73,77,,,,66,71,0.4,3,73.08,63,73,69.64
41-0057-00,NGP,2004,2013,56,1,62.2,73,77,,,,66,71,0.69,1,65.35,63,73,63.77
41-0062-00,NGP,2004,2013,35.13,8,55.47,73,77,7.4,8,50.23,66,71,1.86,8,51.04,63,73,52.25
40-0098-00,NCHF,2004,2013,123,1,73.54,49,61,55.4,1,69.98,46,61,0.3,1,77.35,43,54,73.62
41-0067-00,NGP,2004,2013,226,8,82.31,73,77,52.49,8,69.45,66,71,0.83,8,62.77,63,73,71.51
41-0072-00,NGP,2004,2013,31,1,53.67,73,77,,,,66,71,,,,63,73,53.67
41-0073-00,NGP,2004,2013,32,1,54.13,73,77,,,,66,71,,,,63,73,54.13
41-0077-00,NGP,2004,2013,63.33,3,63.97,73,77,7.5,2,50.37,66,71,0.23,2,81.18,63,73,65.17
69-0154-00,NLF,2004,2013,,,,42,52,,,,44,53,1.5,1,54.16,38,47,54.16
69-0161-00,NLF,2004,2013,,,,42,52,,,,44,53,2.94,33,44.46,38,47,44.46
69-0170-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
69-0174-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
69-0180-00,NLF,2004,2013,,,,42,52,,,,44,53,0.8,1,63.22,38,47,63.22
69-0181-00,NLF,2004,2013,,,,42,52,,,,44,53,4.13,2,39.58,38,47,39.58
69-0182-00,NLF,2004,2013,,,,42,52,,,,44,53,2.05,2,49.66,38,47,49.66
69-0190-00,NLF,2004,2013,,,,42,52,,,,44,53,2.56,38,46.48,38,47,46.48
69-0192-00,NLF,2004,2013,,,,42,52,,,,44,53,1.37,1,55.46,38,47,55.46
69-0202-00,NLF,2004,2013,,,,42,52,,,,44,53,0.76,1,63.95,38,47,63.95
69-0203-00,NLF,2004,2013,,,,42,52,,,,44,53,1.76,2,51.89,38,47,51.89
69-0235-00,NLF,2004,2013,9,7,35.83,42,52,1.95,7,37.13,44,53,6.47,109,33.1,38,47,35.35
69-0238-00,NLF,2004,2013,32.71,7,54.44,42,52,9.43,7,52.61,44,53,2.8,11,45.16,38,47,50.74
69-0241-00,NLF,2004,2013,,,,42,52,,,,44,53,1.4,111,55.15,38,47,55.15
69-0204-00,NLF,2004,2013,,,,42,52,,,,44,53,0.91,1,61.36,38,47,61.36
69-0249-00,NLF,2004,2013,,,,42,52,,,,44,53,1.03,42,59.58,38,47,59.58
69-0205-00,NLF,2004,2013,,,,42,52,,,,44,53,1.77,4,51.75,38,47,51.75
69-0206-00,NLF,2004,2013,,,,42,52,,,,44,53,1.14,2,58.11,38,47,58.11
69-0207-00,NLF,2004,2013,,,,42,52,,,,44,53,3.82,1,40.69,38,47,40.69
69-0208-00,NLF,2004,2013,,,,42,52,,,,44,53,3.29,1,42.84,38,47,42.84
69-0217-00,NLF,2004,2013,,,,42,52,,,,44,53,1.53,16,53.86,38,47,53.86
69-0218-00,NLF,2004,2013,,,,42,52,,,,44,53,5.63,65,35.11,38,47,35.11
69-0220-00,NLF,2004,2013,,,,42,52,,,,44,53,3.74,1,41.01,38,47,41.01
69-0221-00,NLF,2004,2013,,,,42,52,,,,44,53,3.81,1,40.72,38,47,40.72
69-0223-00,NLF,2004,2013,,,,42,52,,,,44,53,4.31,15,38.94,38,47,38.94
69-0224-00,NLF,2004,2013,,,,42,52,,,,44,53,2.88,11,44.76,38,47,44.76
69-0230-00,NLF,2004,2013,,,,42,52,,,,44,53,4.85,71,37.25,38,47,37.25
69-0254-00,NLF,2004,2013,13.8,10,42,42,52,6.84,10,49.46,44,53,3.1,24,43.71,38,47,45.06
69-0275-00,NLF,2004,2013,,,,42,52,,,,44,53,5,1,36.81,38,47,36.81
24-0028-00,WCBP,2004,2013,251.21,38,83.84,64,76,86.71,31,74.38,64,74,0.3,56,77.54,60,70,78.59
24-0030-00,WCBP,2004,2013,578.2,10,95.86,64,76,334.11,9,87.61,64,74,0.21,40,82.66,60,70,88.71
24-0031-00,WCBP,2004,2013,254.12,17,84.01,64,76,176.21,15,81.33,64,74,0.41,12,72.82,60,70,79.39
24-0037-00,WCBP,2004,2013,84,1,68.04,64,76,,,,64,74,0.38,1,73.94,60,70,70.99
24-0038-00,WCBP,2004,2013,90.5,2,69.12,64,76,,,,64,74,0.46,2,71.19,60,70,70.16
24-0040-00,WCBP,2004,2013,799,1,100.52,64,76,,,,64,74,0.08,1,96.4,60,70,98.46
24-0044-00,WCBP,2004,2013,327.69,8,87.67,64,76,124.96,8,77.96,64,74,0.18,6,85.12,60,70,83.58
24-0068-00,WCBP,2004,2013,180,1,79.03,64,76,,,,64,74,0.38,1,73.94,60,70,76.48
24-0082-00,WCBP,2004,2013,302,2,86.49,64,76,,,,64,74,,,,60,70,86.49
26-0002-00,NCHF,2004,2013,43.64,11,58.6,49,61,20.39,12,60.18,46,61,0.76,78,63.89,43,54,60.89
26-0020-00,NCHF,2004,2013,135.63,8,74.95,49,61,38.59,8,66.44,46,61,1.43,8,54.9,43,54,65.43
26-0040-00,NGP,2004,2013,30.5,8,53.43,73,77,6.69,8,49.24,66,71,1.9,91,50.74,63,73,51.14
26-0043-02,NGP,2004,2013,21,1,48.05,73,77,13.7,1,56.28,66,71,1,1,60,63,73,54.78
26-0046-00,NCHF,2004,2013,115.63,8,72.65,49,61,32.45,8,64.74,46,61,1.71,8,52.25,43,54,63.21
26-0076-00,NCHF,2004,2013,352,1,88.7,49,61,,,,46,61,0.15,1,87.34,43,54,88.02
26-0095-00,NCHF,2004,2013,65.82,11,64.53,49,61,28.09,11,63.32,46,61,1.54,101,53.76,43,54,60.54
26-0097-00,NCHF,2004,2013,38.18,11,56.67,49,61,14.64,11,56.93,46,61,1.08,112,58.93,43,54,57.51
24-0027-00,WCBP,2004,2013,156.11,18,76.98,64,76,54,15,69.73,64,74,0.35,13,75.32,60,70,74.01
41-0082-00,NGP,2004,2013,140.25,8,75.43,73,77,55.46,8,69.99,66,71,0.41,8,72.76,63,73,72.73
