wid,ecoregion,start_year,end_year,tp_mean,tp_count,tp_tsi,eco_tp_min,eco_tp_max,chl_mean,chl_count,chl_tsc,eco_chl_min,eco_chl_max,transp_mean,transp_count,transp_tsi,eco_transp_min,eco_transp_max,overall_tsi
18-0240-00,NLF,2000,2009,22,1,48.72,42,52,13.6,1,56.2,44,53,1.2,1,57.37,38,47,54.1
18-0250-00,NLF,2000,2009,1141.5,2,105.67,42,52,,,,44,53,0.46,1,71.19,38,47,88.43
19-0046-00,NCHF,2000,2009,105,3,71.26,49,61,63.97,3,71.39,46,61,0.68,2,65.56,43,54,69.4
19-0049-00,NCHF,2000,2009,,,,49,61,,,,46,61,0.3,9,77.35,43,54,77.35
18-0440-01,NLF,2000,2009,,,,42,52,,,,44,53,9.97,1,26.86,38,47,26.86
18-0440-02,NLF,2000,2009,,,,42,52,,,,44,53,9.66,1,27.32,38,47,27.32
18-0440-03,NLF,2000,2009,,,,42,52,,,,44,53,10.88,1,25.6,38,47,25.6
18-0440-04,NLF,2000,2009,,,,42,52,,,,44,53,10.88,1,25.6,38,47,25.6
18-0440-06,NLF,2000,2009,,,,42,52,,,,44,53,10.88,1,25.6,38,47,25.6
18-0440-07,NLF,2000,2009,,,,42,52,,,,44,53,9.66,1,27.32,38,47,27.32
18-0557-00,NLF,2000,2009,77,2,66.79,42,52,,,,44,53,0.2,2,83.56,38,47,75.17
19-0026-02,NCHF,2000,2009,77,3,66.79,49,61,45.3,3,68.01,46,61,1.13,3,58.2,43,54,64.33
18-0593-00,NLF,2000,2009,101.67,3,70.79,42,52,,,,44,53,0.55,3,68.53,38,47,69.66
18-0390-00,NLF,2000,2009,75.33,3,66.47,42,52,,,,44,53,1.1,3,58.67,38,47,62.57
19-0060-00,NCHF,2000,2009,,,,49,61,,,,46,61,1.22,3,57.13,43,54,57.13
18-0754-00,NLF,2000,2009,,,,42,52,,,,44,53,1.07,3,59.03,38,47,59.03
18-2001-00,NLF,1992,2001,,,,42,52,,,,44,53,1.07,3,59.07,38,47,59.07
19-0005-00,NCHF,1994,2003,241.94,3,83.3,49,61,,,,46,61,,,,43,54,83.3
19-0005-03,NCHF,1992,2001,245.17,12,83.49,49,61,182.43,12,81.67,46,61,0.46,5,71.13,43,54,78.76
19-0032-00,NCHF,2000,2009,,,,49,61,,,,46,61,1.85,21,51.15,43,54,51.15
19-0360-00,NCHF,2000,2009,,,,49,61,,,,46,61,0.77,26,63.85,43,54,63.85
19-0364-00,NCHF,1994,2003,56.13,82,62.23,49,61,9.36,110,52.54,46,61,2.02,82,49.85,43,54,54.88
19-0369-00,NCHF,2000,2009,,,,49,61,,,,46,61,1.41,27,55.04,43,54,55.04
19-0448-00,NCHF,2000,2009,,,,49,61,,,,46,61,1.3,2,56.27,43,54,56.27
19-0449-00,NCHF,2000,2009,,,,49,61,,,,46,61,0.54,8,68.95,43,54,68.95
21-0106-00,NCHF,1994,2003,15.75,4,43.9,49,61,3.63,4,43.23,46,61,,,,43,54,43.57
19-0148-00,NCHF,2000,2009,,,,49,61,,,,46,61,0.8,21,63.15,43,54,63.15
21-0007-00,NCHF,2000,2009,38,1,56.6,49,61,2.16,1,38.13,46,61,1.15,1,57.99,43,54,50.91
21-0011-00,NCHF,2000,2009,76.5,1,66.69,49,61,23.01,1,61.36,46,61,0.85,1,62.34,43,54,63.47
19-0158-00,NCHF,2000,2009,,,,49,61,,,,46,61,0.91,17,61.29,43,54,61.29
19-0162-00,NCHF,2000,2009,,,,49,61,,,,46,61,1.7,34,52.37,43,54,52.37
19-0227-00,NCHF,2000,2009,69.38,16,65.28,49,61,36.39,16,65.86,46,61,1.07,21,59.06,43,54,63.4
21-0257-00,NCHF,1992,2001,,,,49,61,,,,46,61,1.81,29,51.41,43,54,51.41
19-0263-00,NCHF,2000,2009,,,,49,61,,,,46,61,0.85,14,62.4,43,54,62.4
27-0062-02,NCHF,2000,2009,140,1,75.41,49,61,,,,46,61,1.13,2,58.3,43,54,66.86
27-0026-00,NCHF,2000,2009,144.45,11,75.86,49,61,,,,46,61,1.3,95,56.26,43,54,66.06
21-0380-00,NCHF,2000,2009,1095.31,13,105.07,49,61,144.92,13,79.42,46,61,0.58,12,67.77,43,54,84.09
24-0018-00,WCBP,1994,2003,,,,64,76,,,,64,74,0.23,4,81.28,60,70,81.28
27-0089-01,NCHF,2000,2009,30,1,53.2,49,61,3,1,41.38,46,61,3.03,23,44,43,54,46.19
27-0120-00,NCHF,1992,2001,,,,49,61,,,,46,61,2.51,4,46.71,43,54,46.71
27-0129-00,NCHF,2000,2009,,,,49,61,,,,46,61,1.57,3,53.47,43,54,53.47
27-0095-02,NCHF,1992,2001,262.5,4,84.47,49,61,91.25,4,74.88,46,61,0.5,4,69.99,43,54,76.45
27-0191-00,NCHF,1992,2001,,,,49,61,,,,46,61,1.13,170,58.2,43,54,58.2
27-0110-00,NCHF,2000,2009,,,,49,61,,,,46,61,0.69,2,65.45,43,54,65.45
27-0116-00,NCHF,1996,2005,,,,49,61,,,,46,61,0.9,72,61.55,43,54,61.55
29-0147-00,NLF,2000,2009,,,,42,52,,,,44,53,6.32,33,33.42,38,47,33.42
29-0001-00,NLF,2000,2009,9,1,35.83,42,52,,,,44,53,,,,38,47,35.83
29-0003-00,NLF,2000,2009,28,1,52.2,42,52,,,,44,53,,,,38,47,52.2
29-0022-00,NLF,2000,2009,12,1,39.98,42,52,,,,44,53,,,,38,47,39.98
29-0023-00,NLF,2000,2009,16,1,44.13,42,52,,,,44,53,,,,38,47,44.13
31-0034-00,NLF,1996,2005,,,,42,52,,,,44,53,3.51,2,41.93,38,47,41.93
31-0047-00,NLF,2000,2009,,,,42,52,,,,44,53,1.68,1,52.52,38,47,52.52
31-0049-00,NLF,2000,2009,,,,42,52,,,,44,53,1.22,1,57.13,38,47,57.13
30-0138-00,NCHF,2000,2009,164,1,77.69,49,61,91,1,74.85,46,61,0.4,1,73.2,43,54,75.25
31-0110-00,NLF,1994,2003,693,2,98.47,42,52,,,,44,53,,,,38,47,98.47
31-0007-00,NLF,2000,2009,,,,42,52,,,,44,53,2.74,1,45.48,38,47,45.48
31-0067-00,NLF,1994,2003,14.81,3,43.01,42,52,,,,44,53,,,,38,47,43.01
29-0312-00,NLF,2000,2009,16.33,6,44.43,42,52,5.4,6,47.14,44,53,3.08,6,43.77,38,47,45.12
30-0044-00,NCHF,2000,2009,153.57,7,76.74,49,61,128.27,6,78.22,46,61,0.37,7,74.27,43,54,76.41
31-0266-00,NLF,1996,2005,,,,42,52,,,,44,53,1.79,108,51.61,38,47,51.61
31-0188-00,NLF,2000,2009,18.5,2,46.22,42,52,,,,44,53,6.9,1,32.17,38,47,39.2
31-0560-00,NLF,2000,2009,22.71,7,49.18,42,52,16.99,4,58.39,44,53,1.76,4,51.89,38,47,53.16
31-0535-00,NLF,2000,2009,,,,42,52,,,,44,53,4.31,4,38.96,38,47,38.96
31-0403-00,NLF,2000,2009,58,1,62.7,42,52,,,,44,53,0.7,1,65.14,38,47,63.92
31-0201-00,NLF,2000,2009,,,,42,52,,,,44,53,0.91,1,61.36,38,47,61.36
31-0420-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0423-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0516-00,NLF,2000,2009,49,1,60.27,42,52,24.12,1,61.82,44,53,1.4,1,55.15,38,47,59.08
31-0434-00,NLF,2000,2009,21,1,48.05,42,52,,,,44,53,,,,38,47,48.05
31-0437-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0550-00,NLF,2000,2009,,,,42,52,,,,44,53,1.37,1,55.46,38,47,55.46
31-0443-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0445-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0450-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0644-00,NLF,2000,2009,22.57,7,49.09,42,52,1.98,2,37.28,44,53,4.8,7,37.4,38,47,41.26
31-0753-00,NLF,2000,2009,,,,42,52,,,,44,53,2.13,1,49.1,38,47,49.1
31-0462-00,NLF,2000,2009,,,,42,52,,,,44,53,2.29,1,48.06,38,47,48.06
31-0645-00,NLF,2000,2009,23,2,49.36,42,52,,,,44,53,4.93,10,37.02,38,47,43.19
31-0649-00,NLF,2000,2009,,,,42,52,,,,44,53,3.96,1,40.17,38,47,40.17
31-0541-00,NLF,2000,2009,19,1,46.61,42,52,2.86,1,40.91,44,53,3.7,1,41.15,38,47,42.89
31-0603-00,NLF,2000,2009,,0,,42,52,,,,44,53,3.96,1,40.17,38,47,40.17
31-0605-00,NLF,2000,2009,,,,42,52,,,,44,53,2.44,1,47.15,38,47,47.15
31-0606-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0657-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0699-00,NLF,2000,2009,,,,42,52,,,,44,53,1.07,1,59.03,38,47,59.03
31-0702-00,NLF,2000,2009,,,,42,52,,,,44,53,1.22,1,57.13,38,47,57.13
31-0703-00,NLF,2000,2009,,,,42,52,,,,44,53,1.22,1,57.13,38,47,57.13
31-0659-00,NLF,2000,2009,,,,42,52,,,,44,53,1.52,1,53.97,38,47,53.97
31-0707-00,NLF,2000,2009,,,,42,52,,,,44,53,1.98,1,50.16,38,47,50.16
31-0712-00,NLF,2000,2009,,,,42,52,,,,44,53,0.91,1,61.36,38,47,61.36
31-0570-00,NLF,2000,2009,10.5,8,38.06,42,52,1.98,5,37.3,44,53,4.57,12,38.11,38,47,37.82
31-0574-00,NLF,2000,2009,,,,42,52,,,,44,53,0.91,1,61.36,38,47,61.36
31-0637-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0676-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0677-00,NLF,2000,2009,,,,42,52,,,,44,53,1.83,1,51.29,38,47,51.29
31-0678-00,NLF,2000,2009,,,,42,52,,,,44,53,1.83,1,51.29,38,47,51.29
31-0679-00,NLF,2000,2009,18,1,45.83,42,52,,,,44,53,,,,38,47,45.83
31-0683-00,NLF,1998,2007,,,,42,52,,,,44,53,0.91,1,61.36,38,47,61.36
31-0863-00,NLF,2000,2009,,,,42,52,,,,44,53,4.27,1,39.08,38,47,39.08
31-0589-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0593-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0693-00,NLF,2000,2009,,,,42,52,,,,44,53,2.74,1,45.48,38,47,45.48
31-0694-00,NLF,2000,2009,,,,42,52,,,,44,53,1.68,1,52.52,38,47,52.52
31-0596-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0600-00,NLF,2000,2009,38,1,56.6,42,52,,,,44,53,4.57,2,38.1,38,47,47.35
31-0844-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0849-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0851-00,NLF,2000,2009,,,,42,52,,,,44,53,1.68,1,52.52,38,47,52.52
31-0760-00,NLF,2000,2009,,,,42,52,,,,44,53,1.83,1,51.29,38,47,51.29
31-0857-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
31-0821-00,NLF,2000,2009,,,,42,52,,,,44,53,1.37,1,55.46,38,47,55.46
38-0010-00,NLF,1994,2003,,,,42,52,,,,44,53,1.6,1,53.23,38,47,53.23
38-0014-00,NLF,2000,2009,13.72,9,41.92,42,52,3.09,9,41.67,44,53,,,,38,47,41.79
32-0018-00,WCBP,1998,2007,46.97,39,59.66,64,76,19.81,38,59.89,64,74,1.38,44,55.34,60,70,58.3
32-0023-00,WCBP,1998,2007,51.09,22,60.87,64,76,23.61,25,61.62,64,74,1.71,25,52.24,60,70,58.24
32-0057-01,WCBP,1994,2003,,,,64,76,,,,64,74,0.4,6,73.32,60,70,73.32
31-0975-00,NLF,2000,2009,,,,42,52,,,,44,53,3.35,1,42.58,38,47,42.58
31-0989-00,NLF,1994,2003,240,1,83.18,42,52,,,,44,53,,,,38,47,83.18
33-0002-00,NLF,2000,2009,48,1,59.97,42,52,,,,44,53,,,,38,47,59.97
33-0003-00,NLF,2000,2009,29,14,52.71,42,52,4.17,2,44.6,44,53,3.19,10,43.28,38,47,46.86
34-0169-00,WCBP,1994,2003,857.03,3,101.54,64,76,,,,64,74,,,,60,70,101.54
34-0169-02,WCBP,2000,2009,800,1,100.54,64,76,,,,64,74,,,,60,70,100.54
31-1150-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
33-0005-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
33-0006-00,NLF,2000,2009,40,1,57.34,42,52,,,,44,53,,,,38,47,57.34
31-1247-00,NLF,2000,2009,,,,42,52,,,,44,53,1.98,1,50.16,38,47,50.16
31-1282-01,NLF,1992,2001,,,,42,52,,,,44,53,7.85,6,30.31,38,47,30.31
31-1282-02,NLF,1992,2001,,,,42,52,,,,44,53,7.77,6,30.45,38,47,30.45
31-1299-00,NLF,2000,2009,,,,42,52,,,,44,53,1.52,1,53.97,38,47,53.97
31-1300-00,NLF,2000,2009,,,,42,52,,,,44,53,0.91,1,61.36,38,47,61.36
33-0014-00,NCHF,2000,2009,107,1,71.53,49,61,,,,46,61,,,,43,54,71.53
33-0016-00,NCHF,2000,2009,98,1,70.27,49,61,,,,46,61,,,,43,54,70.27
33-0017-00,NCHF,2000,2009,150,1,76.4,49,61,,,,46,61,,,,43,54,76.4
33-0018-00,NCHF,2000,2009,69,1,65.21,49,61,,,,46,61,,,,43,54,65.21
33-0024-00,NCHF,2000,2009,44,1,58.72,49,61,,,,46,61,,,,43,54,58.72
33-0026-00,NLF,1994,2003,,,,42,52,,,,44,53,1.1,1,58.63,38,47,58.63
38-0258-00,NLF,2000,2009,12.92,9,41.05,42,52,6.24,9,48.57,44,53,,,,38,47,44.81
38-0261-00,NLF,1994,2003,,,,42,52,,,,44,53,0.65,1,66.21,38,47,66.21
38-0269-00,NLF,2000,2009,23,2,49.36,42,52,,,,44,53,2.1,1,49.31,38,47,49.34
38-0279-00,NLF,1994,2003,,,,42,52,,,,44,53,0.35,1,75.13,38,47,75.13
38-0281-00,NLF,1994,2003,,,,42,52,,,,44,53,0.55,1,68.61,38,47,68.61
38-0300-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0301-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0311-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0319-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0323-00,NLF,1994,2003,,,,42,52,,,,44,53,1.05,1,59.3,38,47,59.3
38-0501-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0519-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0200-00,NLF,1994,2003,,,,42,52,,,,44,53,2.95,1,44.41,38,47,44.41
38-0205-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
34-0022-00,WCBP,1992,2001,,,,64,76,,,,64,74,0.88,4,61.88,60,70,61.88
38-0218-00,NLF,2000,2009,23,1,49.36,42,52,,,,44,53,,,,38,47,49.36
38-0401-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0405-00,NLF,2000,2009,13.5,8,41.68,42,52,2.32,6,38.87,44,53,5.38,2,35.77,38,47,38.77
38-0408-00,NLF,2000,2009,11.33,3,39.16,42,52,3.64,3,43.28,44,53,,,,38,47,41.22
38-0130-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0224-00,NLF,1994,2003,,,,42,52,,,,44,53,1.05,1,59.3,38,47,59.3
38-0409-00,NLF,2000,2009,19.57,7,47.04,42,52,5.41,6,47.16,44,53,3.03,3,44.04,38,47,46.08
38-0377-00,NLF,1994,2003,,,,42,52,,,,44,53,3.4,1,42.37,38,47,42.37
38-0411-00,NLF,2000,2009,26,1,51.13,42,52,,,,44,53,,,,38,47,51.13
38-0420-00,NLF,2000,2009,34,1,55,42,52,4.88,1,46.15,44,53,1.5,1,54.16,38,47,51.77
38-0443-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0452-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0453-00,NLF,2000,2009,10,1,37.35,42,52,,,,44,53,0.9,1,61.52,38,47,49.44
38-0455-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0477-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0156-00,NLF,1994,2003,,,,42,52,,,,44,53,3.35,1,42.58,38,47,42.58
38-0160-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0230-00,NLF,2000,2009,10.33,3,37.83,42,52,1.38,3,33.78,44,53,,,,38,47,35.8
38-0233-00,NLF,2000,2009,16.67,3,44.72,42,52,1.72,3,35.94,44,53,,,,38,47,40.33
38-0018-00,NLF,2000,2009,8.31,9,34.69,42,52,1.8,9,36.36,44,53,,,,38,47,35.52
38-0395-00,NLF,1994,2003,,,,42,52,6.91,2,49.56,44,53,,,,38,47,49.56
38-0399-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0019-00,NLF,2000,2009,10,1,37.35,42,52,,,,44,53,,,,38,47,37.35
38-0025-00,NLF,2000,2009,15,1,43.2,42,52,,,,44,53,,,,38,47,43.2
38-0026-00,NLF,2000,2009,22,2,48.72,42,52,,,,44,53,3,1,44.17,38,47,46.45
38-0027-00,NLF,2000,2009,13,1,41.14,42,52,,,,44,53,,,,38,47,41.14
38-0028-00,NLF,2000,2009,13,3,41.14,42,52,,,,44,53,8,1,30.04,38,47,35.59
38-0029-00,NLF,2000,2009,21,3,48.05,42,52,,,,44,53,,,,38,47,48.05
38-0241-00,NLF,2000,2009,11,1,38.73,42,52,,,,44,53,,,,38,47,38.73
38-0178-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0243-00,NLF,2000,2009,23,1,49.36,42,52,,,,44,53,,,,38,47,49.36
38-0248-00,NLF,2000,2009,18.27,9,46.04,42,52,6.28,9,48.63,44,53,,,,38,47,47.33
38-0249-00,NLF,2000,2009,24,1,49.98,42,52,,,,44,53,,,,38,47,49.98
38-0495-00,NLF,1994,2003,,,,42,52,,,,44,53,1.8,1,51.53,38,47,51.53
38-0036-00,NLF,1994,2003,,,,42,52,,,,44,53,0.45,1,71.51,38,47,71.51
38-0037-00,NLF,2000,2009,11,1,38.73,42,52,,,,44,53,,,,38,47,38.73
38-0053-00,NLF,2000,2009,28,1,52.2,42,52,,,,44,53,,,,38,47,52.2
38-0057-00,NLF,1994,2003,37,2,56.22,42,52,7.81,6,50.76,44,53,5.4,1,35.7,38,47,47.56
38-0057-02,NLF,2000,2009,37,2,56.22,42,52,,,,44,53,5.4,1,35.7,38,47,45.96
38-0058-00,NLF,2000,2009,29,1,52.71,42,52,,,,44,53,3.8,1,40.76,38,47,46.73
38-0573-00,NLF,1994,2003,,,,42,52,6.86,6,49.48,44,53,,,,38,47,49.48
38-0720-00,NLF,1994,2003,,,,42,52,5.36,2,47.07,44,53,,,,38,47,47.07
38-0722-00,NLF,2000,2009,34,1,55,42,52,,,,44,53,,,,38,47,55
38-0727-00,NLF,2000,2009,21,1,48.05,42,52,,,,44,53,,,,38,47,48.05
38-0067-00,NLF,2000,2009,19,1,46.61,42,52,0.96,1,30.2,44,53,5,1,36.81,38,47,37.87
40-0119-00,NCHF,2000,2009,200,1,80.55,49,61,72,1,72.55,46,61,0.4,1,73.2,43,54,75.44
38-0336-00,NLF,2000,2009,24,2,49.98,42,52,,,,44,53,3,1,44.17,38,47,47.07
38-0338-00,NLF,2000,2009,,,,42,52,,,,44,53,3.05,1,43.93,38,47,43.93
38-0357-00,NLF,1994,2003,,,,42,52,,,,44,53,3.6,1,41.54,38,47,41.54
38-0359-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0736-00,NLF,1994,2003,,,,42,52,3.7,6,43.43,44,53,,,,38,47,43.43
38-0741-00,NLF,2000,2009,14,1,42.21,42,52,,,,44,53,,,,38,47,42.21
38-0079-00,NLF,2000,2009,27.5,2,51.94,42,52,2.24,1,38.51,44,53,,,,38,47,45.23
38-0095-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0096-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0656-00,NLF,2000,2009,44,3,58.72,42,52,,,,44,53,0.75,2,64.15,38,47,61.43
38-0759-00,NLF,1994,2003,,,,42,52,,,,44,53,1.2,1,57.37,38,47,57.37
38-0780-00,NLF,2000,2009,24,1,49.98,42,52,,,,44,53,4.5,1,38.33,38,47,44.15
38-0659-00,NLF,2000,2009,53,1,61.4,42,52,,,,44,53,0.5,1,69.99,38,47,65.69
38-0667-00,NLF,2000,2009,15,1,43.2,42,52,,,,44,53,,,,38,47,43.2
38-0673-00,NLF,2000,2009,27.57,7,51.98,42,52,0.81,1,28.53,44,53,,,,38,47,40.26
38-0784-00,NLF,2000,2009,21,1,48.05,42,52,,,,44,53,1.8,1,51.53,38,47,49.79
38-0793-00,NLF,1994,2003,,,,42,52,,,,44,53,1.1,1,58.63,38,47,58.63
38-0795-00,NLF,1994,2003,,,,42,52,,,,44,53,1.6,1,53.23,38,47,53.23
38-0524-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0525-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0675-00,NLF,1994,2003,,,,42,52,6.83,2,49.44,44,53,,,,38,47,49.44
38-0809-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0810-00,NLF,2000,2009,5,1,27.36,42,52,,,,44,53,,,,38,47,27.36
38-0552-00,NLF,1994,2003,,,,42,52,3.43,2,42.68,44,53,,,,38,47,42.68
38-0561-00,NLF,1994,2003,,,,42,52,8.42,2,51.5,44,53,,,,38,47,51.5
38-0568-00,NLF,2000,2009,,,,42,52,,,,44,53,1.48,20,54.37,38,47,54.37
42-0013-00,WCBP,1994,2003,646,1,97.46,64,76,,,,64,74,,,,60,70,97.46
47-0134-00,NCHF,1996,2005,31.83,12,54.05,49,61,7.45,12,50.3,46,61,2.09,20,49.4,43,54,51.25
38-0587-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
38-0592-00,NLF,1994,2003,,,,42,52,,,,44,53,1.6,1,53.23,38,47,53.23
38-0612-00,NLF,1994,2003,,,,42,52,,,,44,53,0.65,1,66.21,38,47,66.21
46-0076-00,WCBP,1994,2003,,,,64,76,,,,64,74,0.45,15,71.6,60,70,71.6
46-0078-00,WCBP,2000,2009,,,,64,76,,,,64,74,0.49,16,70.43,60,70,70.43
38-0616-00,NLF,2000,2009,23,1,49.36,42,52,,,,44,53,3,1,44.17,38,47,46.77
38-0639-00,NLF,1994,2003,,,,42,52,,,,44,53,,,,38,47,0
41-0035-00,NGP,2000,2009,,,,73,77,,,,66,71,0.37,7,74.38,63,73,74.38
43-0061-00,WCBP,1994,2003,139,1,75.31,64,76,,,,64,74,,,,60,70,75.31
46-0046-00,WCBP,2000,2009,135,1,74.88,64,76,45.9,1,68.14,64,74,0.3,1,77.35,60,70,73.46
47-0049-00,NCHF,1996,2005,,,,49,61,,,,46,61,1.18,37,57.57,43,54,57.57
56-0307-00,NCHF,2000,2009,30,1,53.2,49,61,,,,46,61,0.8,1,63.22,43,54,58.21
56-0308-00,NCHF,2000,2009,127,1,74,49,61,,,,46,61,0.3,1,77.35,43,54,75.68
56-0309-00,NCHF,2000,2009,1620,1,110.72,49,61,,,,46,61,0.6,1,67.36,43,54,89.04
46-0014-01,WCBP,2000,2009,,,,64,76,,,,64,74,0.37,15,74.17,60,70,74.17
47-0076-00,NCHF,1994,2003,54,1,61.67,49,61,,,,46,61,,,,43,54,61.67
56-0293-00,NCHF,2000,2009,20.54,13,47.73,49,61,5.15,13,46.69,46,61,3.09,13,43.73,43,54,46.05
50-0002-00,WCBP,2000,2009,,,,64,76,,,,64,74,0.63,79,66.69,60,70,66.69
56-0241-00,NCHF,2000,2009,14.67,3,42.88,49,61,3.25,4,42.16,46,61,4.84,4,37.28,43,54,40.77
51-0044-00,WCBP,1994,2003,723.5,2,99.09,64,76,,,,64,74,,,,60,70,99.09
56-0078-00,NCHF,2000,2009,,,,49,61,,,,46,61,1.53,6,53.9,43,54,53.9
56-0304-00,NCHF,2000,2009,15,1,43.2,49,61,,,,46,61,,,,43,54,43.2
56-0305-00,NCHF,2000,2009,32,1,54.13,49,61,,,,46,61,0,1,,43,54,54.13
58-0074-00,NLF,2000,2009,20,1,47.35,42,52,,,,44,53,6.3,1,33.48,38,47,40.41
56-0532-00,NCHF,1996,2005,18,39,45.83,49,61,5.32,42,47,46,61,3.91,119,40.34,43,54,44.39
56-0140-00,NCHF,1994,2003,11,1,38.73,49,61,,,,46,61,,,,43,54,38.73
49-0032-00,NLF,2000,2009,30,1,53.2,42,52,,,,44,53,,,,38,47,53.2
58-0083-00,NLF,2000,2009,28,1,52.2,42,52,,,,44,53,1.8,1,51.53,38,47,51.87
58-0088-00,NLF,2000,2009,32,1,54.13,42,52,,,,44,53,2.8,1,45.16,38,47,49.64
58-0089-00,NLF,2000,2009,38,1,56.6,42,52,,,,44,53,2,1,50.01,38,47,53.31
58-0095-00,NLF,1994,2003,,,,42,52,,,,44,53,2.7,1,45.69,38,47,45.69
58-0099-00,NLF,2000,2009,39,1,56.98,42,52,,,,44,53,1.8,1,51.53,38,47,54.25
58-0100-00,NLF,2000,2009,70,1,65.41,42,52,,,,44,53,1.1,1,58.63,38,47,62.02
49-0080-00,NLF,2000,2009,49.2,5,60.33,42,52,6.83,4,49.44,44,53,2,4,50.01,38,47,53.26
56-0656-00,NCHF,2000,2009,65,1,64.34,49,61,,,,46,61,1.92,22,50.58,43,54,57.46
58-0015-00,NLF,2000,2009,33,1,54.57,42,52,,,,44,53,1.5,1,54.16,38,47,54.36
58-0018-00,NLF,2000,2009,32,1,54.13,42,52,,,,44,53,0.5,1,69.99,38,47,62.06
58-0025-00,NLF,2000,2009,48,1,59.97,42,52,,,,44,53,,,,38,47,59.97
58-0026-00,NLF,1994,2003,,,,42,52,,,,44,53,0.45,1,71.51,38,47,71.51
58-0028-00,NLF,2000,2009,26,1,51.13,42,52,,,,44,53,3.1,1,43.7,38,47,47.41
58-0029-00,NLF,2000,2009,135,1,74.88,42,52,,,,44,53,0.8,1,63.22,38,47,69.05
58-0032-00,NLF,2000,2009,62,1,63.66,42,52,,,,44,53,0.5,1,69.99,38,47,66.83
56-0684-00,NCHF,2000,2009,,,,49,61,,,,46,61,1.16,8,57.86,43,54,57.86
56-0428-00,NCHF,2000,2009,27,1,51.68,49,61,6.57,1,49.07,46,61,2.3,1,48,43,54,49.58
58-0040-00,NLF,2000,2009,55,1,61.94,42,52,,,,44,53,,,,38,47,61.94
58-0044-00,NLF,2000,2009,13,1,41.14,42,52,,,,44,53,1.7,1,52.35,38,47,46.75
58-0054-00,NLF,2000,2009,32,1,54.13,42,52,,,,44,53,,,,38,47,54.13
58-0059-00,NLF,2000,2009,39,1,56.98,42,52,,,,44,53,0.7,1,65.14,38,47,61.06
58-0007-00,NLF,2000,2009,29,1,52.71,42,52,,,,44,53,2.6,1,46.23,38,47,49.47
58-0009-00,NLF,2000,2009,63,1,63.89,42,52,,,,44,53,0.9,1,61.52,38,47,62.71
58-0010-00,NLF,2000,2009,31,1,53.67,42,52,,,,44,53,2,1,50.01,38,47,51.84
